pupil,school,minority,sex,ses,mathach
p660,s1942,No,Female,0.442,21.991
p661,s1942,No,Female,0.642,14.13
p662,s1942,No,Female,1.242,20.088
p663,s1942,No,Male,1.192,24.479
p664,s1942,No,Female,0.442,22.288
p665,s1942,No,Female,1.512,3.209
p666,s1942,No,Female,0.532,14.702
p667,s1942,No,Male,0.322,12.606
p668,s1946,No,Male,1.002,24.993
p669,s1946,No,Female,-0.308,9.154
p670,s1946,No,Male,1.312,19.017
p671,s1946,No,Male,0.882,21.062
p672,s1946,No,Male,0.012,18.04
p673,s1946,Yes,Male,1.382,11.075
p674,s1946,No,Male,-0.278,7.84
p675,s1946,No,Male,0.462,22.326
p676,s1946,No,Female,0.052,1.755
p677,s1946,Yes,Female,-1.068,7.341
p678,s1946,No,Female,0.762,23.834
p679,s1946,No,Male,0.462,4.784
p680,s1946,No,Male,0.102,8.755
p681,s1946,No,Female,0.172,7.833
p682,s1946,No,Female,0.062,11.71
p683,s1946,No,Male,0.492,22.986
p684,s1946,No,Female,-0.758,16.863
p685,s1946,No,Female,0.632,2.913
p686,s1946,Yes,Male,-1.058,21.883
p687,s1946,No,Female,-0.648,6.358
p688,s1946,No,Female,-0.118,7.938
p689,s1946,No,Female,-1.378,7.937
p690,s1946,No,Female,0.492,22.254
p691,s1946,No,Male,-1.248,8.375
p692,s1946,Yes,Male,0.402,18.362
p693,s1946,No,Female,0.312,12.624
p694,s1946,No,Female,-0.588,14.393
p695,s1946,No,Male,-0.008,19.117
p696,s1946,No,Male,0.012,22.354
p697,s1946,No,Female,-0.458,17.672
p698,s1946,No,Female,-1.398,3.605
p699,s1946,No,Female,-0.128,7.778
p700,s1946,No,Male,0.792,14.635
p701,s1946,No,Female,-0.248,10.79
p702,s1946,No,Male,-0.158,6.149
p703,s1946,No,Female,-0.138,4.468
p704,s1946,No,Female,-0.318,3.209
p705,s1946,No,Male,0.802,11.625
p706,s1946,No,Male,-0.138,19.622
p707,s2030,Yes,Male,0.382,16.028
p708,s2030,No,Male,0.862,12.927
p709,s2030,No,Female,0.072,9.733
p710,s2030,No,Female,0.782,20.932
p711,s2030,No,Female,1.512,7.054
p712,s2030,No,Male,1.022,4.461
p713,s2030,No,Male,1.182,18.399
p714,s2030,No,Male,1.202,15.332
p715,s2030,No,Male,-0.218,11.536
p716,s2030,No,Male,0.402,15.893
p717,s2030,No,Male,-0.458,5.912
p718,s2030,No,Female,0.552,23.108
p719,s2030,No,Male,0.932,5.129
p720,s2030,No,Female,-0.828,9.32
p721,s2030,No,Male,-0.918,8.255
p722,s2030,No,Female,-0.118,4.756
p723,s2030,No,Female,0.972,9.184
p724,s2030,No,Male,-0.878,6.21
p725,s2030,No,Male,0.472,14.699
p726,s2030,No,Male,1.512,15.463
p727,s2030,No,Female,-0.188,2.796
p728,s2030,No,Female,-0.538,15.564
p729,s2030,No,Male,-0.538,13.452
p730,s2030,No,Female,0.712,16.257
p731,s2030,No,Male,0.172,19.887
p732,s2030,No,Female,-1.178,11.883
p733,s2030,Yes,Male,0.172,2.731
p734,s2030,No,Male,0.982,4.696
p735,s2030,No,Female,1.142,1.227
p736,s2030,No,Male,0.702,15.608
p737,s2030,No,Male,1.072,24.297
p738,s2030,No,Female,1.042,2.625
p739,s2030,No,Male,0.282,22.167
p740,s2030,No,Male,-0.648,10.916
p741,s2030,No,Male,-0.178,5.366
p742,s2030,No,Male,0.212,9.004
p743,s2030,No,Female,0.932,13.732
p744,s2030,No,Female,0.502,19.118
p745,s2030,No,Male,0.272,23.736
p746,s2030,Yes,Female,-0.078,4.328
p747,s2030,No,Female,0.242,6.72
p748,s2030,No,Female,0.112,12.692
p749,s2030,No,Male,-0.118,19.624
p750,s2030,No,Male,1.302,16.604
p751,s2030,No,Female,0.212,16.569
p752,s2030,No,Female,0.352,11.47
p753,s2030,No,Male,0.042,10.275
p754,s2208,No,Male,0.702,20.633
p755,s2208,No,Female,0.002,17.075
p756,s2208,No,Female,-0.318,5.958
p757,s2208,No,Male,1.022,12.663
p758,s2208,No,Female,-0.268,13.684
p759,s2208,No,Female,-0.148,17.699
p760,s2208,No,Male,1.652,16.658
p761,s2208,No,Male,1.202,23.449
p762,s2208,No,Male,0.012,23.822
p763,s2208,No,Female,-0.478,7.847
p764,s2208,No,Female,1.392,18.46
p765,s2208,No,Male,1.122,22.136
p766,s2208,No,Male,0.842,21.007
p767,s2208,No,Female,1.152,23.141
p768,s2208,No,Female,0.202,7.237
p769,s2208,No,Female,0.662,22.057
p770,s2208,No,Female,-0.298,4.206
p771,s2208,No,Male,0.772,17.56
p772,s2208,No,Female,0.792,12.281
p773,s2208,No,Female,1.392,17.706
p774,s2208,No,Female,0.432,20.026
p775,s2208,No,Female,-0.108,21.744
p776,s2208,No,Male,0.982,17.163
p777,s2208,No,Male,0.852,11.373
p778,s2208,No,Male,-0.188,6.795
p779,s2208,No,Male,-0.598,23.159
p780,s2208,No,Female,0.562,14.315
p781,s2208,No,Female,0.182,3.51
p782,s2208,No,Female,-0.118,10.983
p783,s2208,No,Male,0.632,13.021
p784,s2208,No,Female,-0.438,7.956
p785,s2208,No,Male,0.202,8.782
p786,s2208,No,Female,1.002,7.155
p787,s2208,No,Female,0.572,17.536
p788,s2208,No,Female,0.182,4.786
p789,s2208,No,Female,0.482,14.15
p790,s2208,No,Female,-0.068,19.604
p791,s2208,No,Male,-0.348,16.841
p792,s2208,No,Female,-0.908,17.839
p793,s2208,No,Female,0.772,6.078
p794,s2208,No,Male,0.702,11.21
p795,s2208,No,Male,0.932,12.497
p796,s2208,No,Female,0.932,23.529
p797,s2208,No,Male,-0.468,18.196
p798,s2208,No,Female,-0.118,16.353
p799,s2208,No,Male,0.792,20.628
p800,s2208,No,Male,0.202,24.707
p801,s2208,No,Female,0.212,21.009
p802,s2208,No,Male,0.142,21.89
p803,s2208,No,Male,0.112,22.16
p804,s2208,No,Male,-0.368,8.438
p805,s2208,No,Male,0.782,9.796
p806,s2208,No,Male,1.182,23.955
p807,s2208,No,Female,1.122,16.76
p808,s2208,No,Female,1.202,16.302
p809,s2208,No,Female,0.682,19.196
p810,s2208,No,Female,0.802,11.457
p811,s2208,No,Female,1.032,20.3
p812,s2208,No,Female,0.242,14.845
p813,s2208,No,Female,-0.218,2.957
p814,s2277,Yes,Female,-0.718,3.472
p815,s2277,Yes,Female,1.762,4.261
p816,s2277,Yes,Female,-1.258,6.328
p817,s2277,Yes,Female,-0.678,10.308
p818,s2277,Yes,Female,-0.708,4.097
p819,s2277,No,Female,-0.598,10.24
p820,s2277,Yes,Female,-1.148,8.089
p821,s2277,No,Female,-0.798,6.932
p822,s2277,Yes,Female,-1.378,20.906
p823,s2277,Yes,Female,-0.398,3.522
p824,s2277,No,Female,-0.548,13.643
p825,s2277,Yes,Female,-0.948,12.865
p826,s2277,Yes,Female,-0.138,8.642
p827,s2277,Yes,Female,-1.198,5.252
p828,s2277,Yes,Female,-1.008,15.778
p829,s2277,Yes,Female,-0.858,10.371
p830,s2277,Yes,Female,-0.468,3.235
p831,s2277,Yes,Female,-0.678,4.782
p832,s2277,Yes,Female,-0.188,3.677
p833,s2277,No,Female,-0.218,18.532
p834,s2277,Yes,Female,0.502,1.938
p835,s2277,Yes,Female,-0.208,8.293
p836,s2277,Yes,Female,-0.768,12.412
p837,s2277,Yes,Female,-0.988,16.13
p838,s2277,No,Female,-1.448,2.891
p839,s2277,Yes,Female,-1.718,6.701
p840,s2277,Yes,Female,0.052,12.075
p841,s2277,Yes,Female,-0.178,10.425
p842,s2277,Yes,Female,-1.308,12.573
p843,s2277,Yes,Female,-1.648,9.146
p844,s2277,Yes,Female,-1.058,4.559
p845,s2277,No,Female,-1.158,2.38
p846,s2277,Yes,Female,-0.778,8.309
p847,s2277,Yes,Female,0.582,6.061
p848,s2277,Yes,Female,-0.428,6.098
p849,s2277,Yes,Female,-1.458,16.248
p850,s2277,Yes,Female,-1.178,2.462
p851,s2277,Yes,Female,-1.498,4.069
p852,s2277,Yes,Female,-1.278,15.922
p853,s2277,No,Female,-0.398,18.118
p854,s2277,Yes,Female,0.562,13.484
p855,s2277,Yes,Female,-0.528,4.579
p856,s2277,Yes,Female,-1.438,14.009
p857,s2277,No,Female,-0.898,-1.722
p858,s2277,Yes,Female,0.122,4.322
p859,s2277,No,Female,-1.208,10.92
p860,s2277,Yes,Female,-1.128,5.081
p861,s2277,No,Female,0.442,5.449
p862,s2277,Yes,Female,-1.058,12.725
p863,s2277,Yes,Female,-0.858,14.231
p864,s2277,Yes,Female,-1.078,8.338
p865,s2277,Yes,Female,-1.028,18.592
p866,s2277,No,Female,-1.328,14.476
p867,s2277,Yes,Female,-0.298,11.975
p868,s2277,No,Female,-1.008,10.967
p869,s2277,Yes,Female,-1.808,22.731
p870,s2277,No,Female,-1.448,9.048
p871,s2277,No,Female,-0.118,2.837
p872,s2277,Yes,Female,-1.138,21.723
p873,s2277,Yes,Female,-1.388,5.467
p874,s2277,Yes,Female,-1.318,6.18
p875,s2305,Yes,Female,-0.738,16.405
p876,s2305,Yes,Female,-1.178,12.823
p877,s2305,Yes,Female,-0.308,15.256
p878,s2305,Yes,Female,-0.358,12.746
p879,s2305,Yes,Female,-1.518,10.246
p880,s2305,Yes,Female,-0.518,8.94
p881,s2305,Yes,Female,-0.368,-1.005
p882,s2305,Yes,Female,-0.228,17.401
p883,s2305,Yes,Female,0.102,15.192
p884,s2305,Yes,Female,0.052,16.174
p885,s2305,Yes,Female,-0.148,12.433
p886,s2305,Yes,Female,-0.528,16.331
p887,s2305,Yes,Female,-0.648,6.51
p888,s2305,Yes,Female,-0.598,4.082
p889,s2305,Yes,Female,-1.058,6.444
p890,s2305,Yes,Female,-1.178,2.734
p891,s2305,Yes,Female,-0.358,4.005
p892,s2305,Yes,Female,-1.208,14.364
p893,s2305,No,Female,0.162,5.624
p894,s2305,Yes,Female,-1.548,11.896
p895,s2305,Yes,Female,0.182,12.313
p896,s2305,No,Female,-1.178,10.839
p897,s2305,Yes,Female,-1.698,12.199
p898,s2305,Yes,Female,-0.148,15.062
p899,s2305,Yes,Female,-0.438,11.356
p900,s2305,Yes,Female,-0.388,6.292
p901,s2305,Yes,Female,-0.478,7.141
p902,s2305,Yes,Female,0.442,10.168
p903,s2305,Yes,Female,-0.598,10.567
p904,s2305,Yes,Female,-0.568,12.356
p905,s2305,Yes,Female,-0.058,5.074
p906,s2305,No,Female,-1.088,10.581
p907,s2305,Yes,Female,-1.178,13.882
p908,s2305,Yes,Female,-0.468,2.095
p909,s2305,Yes,Female,-0.568,15.898
p910,s2305,Yes,Female,-2.138,14.09
p911,s2305,Yes,Female,-1.608,11.01
p912,s2305,Yes,Female,-0.708,6.407
p913,s2305,Yes,Female,-0.008,2.079
p914,s2305,Yes,Female,-0.858,13.632
p915,s2305,Yes,Female,-0.838,15.303
p916,s2305,Yes,Female,-0.438,10.264
p917,s2305,Yes,Female,-0.888,10.004
p918,s2305,Yes,Female,-0.338,15.857
p919,s2305,Yes,Female,-1.288,18.534
p920,s2305,Yes,Female,0.202,10.927
p921,s2305,Yes,Female,1.242,9.318
p922,s2305,Yes,Female,-0.778,9.917
p923,s2305,Yes,Female,0.122,6.727
p924,s2305,Yes,Female,-1.458,14.901
p925,s2305,Yes,Female,-1.928,13.344
p926,s2305,Yes,Female,-1.128,16.557
p927,s2305,Yes,Female,-0.588,14.038
p928,s2305,Yes,Female,-1.038,10.067
p929,s2305,Yes,Female,-1.028,10.743
p930,s2305,Yes,Female,-0.708,21.352
p931,s2305,Yes,Female,-0.038,11.658
p932,s2305,Yes,Female,-1.378,17.251
p933,s2305,Yes,Female,1.192,16.406
p934,s2305,Yes,Female,0.402,14.009
p935,s2305,Yes,Female,-1.158,7.594
p936,s2305,Yes,Female,-0.938,-0.602
p937,s2305,Yes,Female,-0.768,-0.928
p938,s2305,Yes,Female,-0.348,14.558
p939,s2305,Yes,Female,-0.078,11.596
p940,s2305,Yes,Female,-1.098,15.085
p941,s2305,Yes,Female,-1.268,20.108
p942,s2336,No,Male,-0.228,24.404
p943,s2336,No,Male,1.132,23.744
p944,s2336,No,Female,0.502,17.563
p945,s2336,No,Male,0.962,23.696
p946,s2336,No,Male,0.942,24.344
p947,s2336,No,Female,1.012,14.767
p948,s2336,No,Male,0.602,18.836
p949,s2336,No,Female,0.532,4.472
p950,s2336,No,Female,0.722,20.346
p951,s2336,No,Male,1.282,6.92
p952,s2336,No,Male,0.492,24.993
p953,s2336,No,Female,0.972,20.255
p954,s2336,No,Male,0.522,13.082
p955,s2336,No,Female,0.912,21.774
p956,s2336,No,Female,1.072,19.484
p957,s2336,No,Male,0.412,8.572
p958,s2336,No,Male,-0.798,21.206
p959,s2336,No,Male,1.072,21.218
p960,s2336,No,Female,1.092,18.736
p961,s2336,No,Male,0.292,9.294
p962,s2336,No,Male,0.922,4.807
p963,s2336,No,Female,0.842,17.54
p964,s2336,Yes,Female,0.452,13.669
p965,s2336,No,Female,0.082,20.389
p966,s2336,No,Male,0.912,23.188
p967,s2336,No,Male,-0.218,13.853
p968,s2336,No,Male,0.352,21.435
p969,s2336,No,Female,-0.918,11.351
p970,s2336,No,Female,-0.158,21.085
p971,s2336,No,Male,0.452,21.185
p972,s2336,No,Female,-0.258,10.038
p973,s2336,No,Female,1.392,17.242
p974,s2336,No,Male,1.392,11.655
p975,s2336,No,Male,0.422,15.076
p976,s2336,No,Male,0.662,10.529
p977,s2336,No,Female,-0.138,10.951
p978,s2336,No,Female,1.072,18.487
p979,s2336,No,Male,0.922,14.499
p980,s2336,No,Male,0.652,22.12
p981,s2336,No,Female,-0.428,12.356
p982,s2336,No,Female,-0.858,11.23
p983,s2336,No,Female,0.072,6.902
p984,s2336,No,Male,-0.078,18.254
p985,s2336,No,Male,1.172,22.901
p986,s2336,No,Female,-0.638,11.571
p987,s2336,No,Female,-0.098,24.993
p988,s2336,No,Male,-0.728,11.32
p989,s2458,No,Female,-0.048,21.403
p990,s2458,No,Female,1.302,14.005
p991,s2458,No,Female,0.402,19.153
p992,s2458,Yes,Female,-1.058,7.814
p993,s2458,Yes,Female,-0.178,9.829
p994,s2458,Yes,Female,0.232,22.631
p995,s2458,No,Female,0.312,23.044
p996,s2458,Yes,Female,0.852,22.743
p997,s2458,Yes,Female,0.262,17.205
p998,s2458,Yes,Female,0.052,12.071
p999,s2458,Yes,Female,-0.468,19.161
p1000,s2458,Yes,Female,-0.268,12.332
p1001,s2458,No,Female,1.512,22.681
p1002,s2458,Yes,Female,0.182,4.928
p1003,s2458,Yes,Female,0.242,9.142
p1004,s2458,No,Female,1.072,24.488
p1005,s2458,Yes,Female,1.172,13.666
p1006,s2458,No,Female,1.082,21.451
p1007,s2458,Yes,Female,-0.068,5.52
p1008,s2458,Yes,Female,1.122,9.09
p1009,s2458,Yes,Female,-0.218,21.299
p1010,s2458,Yes,Female,0.192,9.922
p1011,s2458,Yes,Female,0.062,17.666
p1012,s2458,Yes,Female,0.322,13.095
p1013,s2458,Yes,Female,-0.448,8.387
p1014,s2458,Yes,Female,0.842,20.21
p1015,s2458,Yes,Female,-0.938,8.056
p1016,s2458,Yes,Female,0.332,23.534
p1017,s2458,No,Female,1.342,15.496
p1018,s2458,Yes,Female,-0.958,5.215
p1019,s2458,Yes,Female,-0.888,13.879
p1020,s2458,No,Female,0.192,6.952
p1021,s2458,No,Female,0.872,11.466
p1022,s2458,No,Female,0.772,9.49
p1023,s2458,No,Female,0.422,22.466
p1024,s2458,Yes,Female,1.102,15.287
p1025,s2458,Yes,Female,-0.558,5.36
p1026,s2458,Yes,Female,0.142,2.454
p1027,s2458,No,Female,0.502,20.689
p1028,s2458,No,Female,0.722,18.814
p1029,s2458,Yes,Female,0.012,16.793
p1030,s2458,Yes,Female,0.022,10.621
p1031,s2458,No,Female,0.052,10.138
p1032,s2458,Yes,Female,-0.888,11.333
p1033,s2458,No,Female,-0.828,10.352
p1034,s2458,No,Female,0.382,19.322
p1035,s2458,Yes,Female,0.272,6.451
p1036,s2458,Yes,Female,-0.728,16.445
p1037,s2458,No,Female,1.092,13.071
p1038,s2458,Yes,Female,0.302,15.096
p1039,s2458,No,Female,0.512,9.018
p1040,s2458,No,Female,0.462,10.278
p1041,s2458,Yes,Female,1.022,11.406
p1042,s2458,Yes,Female,-0.048,21.186
p1043,s2458,No,Female,0.312,12.293
p1044,s2458,Yes,Female,-0.918,11.96
p1045,s2458,No,Female,0.432,9.327
p1046,s2467,No,Female,-1.388,7.278
p1047,s2467,No,Male,-0.848,10.811
p1048,s2467,No,Female,-0.308,10.838
p1049,s2467,No,Male,-0.358,15.614
p1050,s2467,No,Female,-0.648,0.462
p1051,s2467,No,Female,0.382,23.126
p1052,s2467,No,Female,-0.108,0.436
p1053,s2467,No,Male,-0.458,20.276
p1054,s2467,No,Male,0.702,11.854
p1055,s2467,No,Female,-0.428,11.796
p1056,s2467,No,Female,-1.158,6.681
p1057,s2467,No,Female,-0.138,14.965
p1058,s2467,No,Female,-0.598,19.048
p1059,s2467,No,Male,-0.018,-0.15
p1060,s2467,No,Male,-0.298,5.794
p1061,s2467,No,Male,-0.808,7.854
p1062,s2467,No,Female,-0.278,13.718
p1063,s2467,No,Male,-1.018,5.509
p1064,s2467,No,Male,0.272,23.294
p1065,s2467,No,Male,0.542,-2.422
p1066,s2467,No,Male,-0.348,17.691
p1067,s2467,No,Male,-0.678,3.031
p1068,s2467,No,Male,-0.748,9.067
p1069,s2467,No,Female,-0.218,17.59
p1070,s2467,No,Female,0.532,16.866
p1071,s2467,No,Female,-0.798,2.851
p1072,s2467,No,Male,0.402,7.268
p1073,s2467,No,Male,-0.478,14.486
p1074,s2467,No,Female,-0.588,24.012
p1075,s2467,No,Male,-0.308,7.056
p1076,s2467,No,Female,-0.358,12.031
p1077,s2467,No,Male,0.122,7.003
p1078,s2467,No,Female,-0.658,7.262
p1079,s2467,No,Male,-0.658,14.525
p1080,s2467,No,Female,-0.598,4.076
p1081,s2467,No,Female,-0.908,5.191
p1082,s2467,No,Male,0.282,16.51
p1083,s2467,No,Male,1.022,17.246
p1084,s2467,No,Male,-1.068,3.678
p1085,s2467,No,Male,0.062,0.861
p1086,s2467,No,Male,-1.368,-0.26
p1087,s2467,No,Male,-0.248,14.484
p1088,s2467,No,Female,-0.118,10.623
p1089,s2467,No,Female,-0.158,2.669
p1090,s2467,No,Male,-0.528,18.706
p1091,s2467,No,Female,-0.208,9.273
p1092,s2467,No,Female,-0.308,19.114
p1093,s2467,No,Female,0.212,8.125
p1094,s2467,No,Male,0.062,6.415
p1095,s2467,No,Female,-0.678,13.456
p1096,s2467,No,Female,-0.618,4.667
p1097,s2467,No,Female,-0.238,5.316
p1098,s2526,No,Female,-0.528,19.112
p1099,s2526,No,Female,0.522,16.9
p1100,s2526,No,Female,0.692,19.698
p1101,s2526,No,Female,0.412,17.776
p1102,s2526,No,Female,0.852,20.733
p1103,s2526,No,Female,0.752,10.941
p1104,s2526,No,Female,1.222,18.86
p1105,s2526,No,Female,0.172,18.392
p1106,s2526,No,Female,-0.668,12.087
p1107,s2526,No,Female,-0.258,16.605
p1108,s2526,No,Female,-0.028,12.09
p1109,s2526,No,Female,1.122,24.993
p1110,s2526,No,Female,0.632,21.453
p1111,s2526,No,Female,-0.358,17.178
p1112,s2526,No,Female,-0.118,19.963
p1113,s2526,No,Female,0.142,16.036
p1114,s2526,No,Female,1.122,18.227
p1115,s2526,No,Female,-0.588,22.412
p1116,s2526,No,Female,0.842,17.262
p1117,s2526,No,Female,-0.188,12.712
p1118,s2526,No,Female,0.232,22.841
p1119,s2526,No,Female,-0.168,22.437
p1120,s2526,No,Female,1.512,17.212
p1121,s2526,No,Female,-0.298,11.594
p1122,s2526,No,Female,0.812,17.008
p1123,s2526,No,Female,-0.008,13.369
p1124,s2526,No,Female,0.032,19.47
p1125,s2526,No,Female,1.212,17.064
p1126,s2526,No,Female,-0.348,21.537
p1127,s2526,No,Female,0.212,11.453
p1128,s2526,No,Female,1.292,12.838
p1129,s2526,No,Female,0.532,10.81
p1130,s2526,No,Female,0.262,16.602
p1131,s2526,No,Female,0.512,22.387
p1132,s2526,No,Female,0.202,9.628
p1133,s2526,No,Female,0.552,14.569
p1134,s2526,No,Female,0.352,22.381
p1135,s2526,No,Female,-0.258,17.491
p1136,s2526,No,Female,-0.428,20.592
p1137,s2526,No,Female,1.262,11.739
p1138,s2526,No,Female,-1.168,19.698
p1139,s2526,No,Female,-0.408,15.184
p1140,s2526,No,Female,0.472,18.236
p1141,s2526,No,Female,0.492,2.81
p1142,s2526,No,Female,1.152,23.59
p1143,s2526,No,Female,0.702,24.247
p1144,s2526,No,Female,0.842,22.039
p1145,s2526,No,Female,0.192,22.541
p1146,s2526,No,Female,0.932,12.738
p1147,s2526,No,Female,0.422,18.77
p1148,s2526,No,Female,0.762,9.843
p1149,s2526,No,Female,0.562,11.436
p1150,s2526,No,Female,0.802,12.841
p1151,s2526,No,Female,1.022,22.354
p1152,s2526,No,Female,-0.228,20.372
p1153,s2526,No,Female,-0.708,7.359
p1154,s2526,Yes,Female,-0.428,21.511
p1155,s2626,No,Female,0.492,11.331
p1156,s2626,No,Male,0.552,18.24
p1157,s2626,No,Female,-0.948,6.624
p1158,s2626,No,Female,-0.428,12.141
p1159,s2626,No,Female,0.112,15.039
p1160,s2626,No,Male,-0.948,14.276
p1161,s2626,No,Male,-0.028,24.993
p1162,s2626,No,Female,0.822,21.004
p1163,s2626,No,Male,-0.128,7.775
p1164,s2626,No,Male,0.772,9.463
p1165,s2626,No,Female,0.062,10.274
p1166,s2626,No,Male,-1.548,17.489
p1167,s2626,No,Female,-0.448,10.35
p1168,s2626,No,Male,-0.168,23.7
p1169,s2626,No,Female,-1.308,-2.544
p1170,s2626,No,Female,-0.138,11.136
p1171,s2626,No,Female,0.312,9.414
p1172,s2626,No,Male,0.702,18.085
p1173,s2626,No,Male,-0.098,15.991
p1174,s2626,No,Male,0.122,10.53
p1175,s2626,No,Male,0.062,11.221
p1176,s2626,No,Male,0.892,24.812
p1177,s2626,No,Female,-0.118,13.897
p1178,s2626,No,Female,-0.688,2.57
p1179,s2626,No,Male,-0.708,10.167
p1180,s2626,No,Female,0.072,15.783
p1181,s2626,No,Female,0.012,15.397
p1182,s2626,No,Female,-0.098,17.411
p1183,s2626,No,Male,0.062,6.759
p1184,s2626,No,Female,-0.258,17.917
p1185,s2626,No,Female,0.402,6.745
p1186,s2626,No,Male,-0.248,15.246
p1187,s2626,No,Female,0.482,7.693
p1188,s2626,No,Male,0.562,18.336
p1189,s2626,No,Male,-0.358,7.089
p1190,s2626,No,Male,-0.428,8.64
p1191,s2626,No,Male,0.062,21.656
p1192,s2626,No,Male,0.072,22.421
p1193,s2629,Yes,Male,0.622,18.301
p1194,s2629,No,Male,0.422,16.488
p1195,s2629,Yes,Male,0.942,11.437
p1196,s2629,Yes,Male,-0.358,19.78
p1197,s2629,No,Male,0.132,19.628
p1198,s2629,No,Male,-0.118,21.665
p1199,s2629,No,Male,-0.688,10.63
p1200,s2629,Yes,Male,-0.328,16.231
p1201,s2629,No,Male,-0.278,20.891
p1202,s2629,No,Male,0.602,2.882
p1203,s2629,Yes,Male,-0.028,10.861
p1204,s2629,No,Male,-0.768,14.691
p1205,s2629,No,Male,-0.418,12.327
p1206,s2629,No,Male,0.482,3.599
p1207,s2629,Yes,Male,1.212,23.792
p1208,s2629,No,Male,0.502,15.18
p1209,s2629,Yes,Male,1.302,21.592
p1210,s2629,No,Male,-0.148,19.242
p1211,s2629,No,Male,-0.138,14.189
p1212,s2629,Yes,Male,0.422,12.134
p1213,s2629,No,Male,-0.708,13.097
p1214,s2629,No,Male,0.352,13.913
p1215,s2629,No,Male,-0.148,11.437
p1216,s2629,No,Male,-0.318,11.116
p1217,s2629,No,Male,-0.768,19.111
p1218,s2629,Yes,Male,0.302,9.026
p1219,s2629,No,Male,0.862,11.476
p1220,s2629,No,Male,0.422,19.188
p1221,s2629,Yes,Male,0.122,22.354
p1222,s2629,No,Male,0.892,4.099
p1223,s2629,No,Male,-0.998,22.507
p1224,s2629,No,Male,-0.738,21.076
p1225,s2629,No,Male,0.212,9.696
p1226,s2629,No,Male,-0.228,11.684
p1227,s2629,No,Male,-1.448,5.547
p1228,s2629,No,Male,-0.828,16.089
p1229,s2629,No,Male,0.152,22.193
p1230,s2629,No,Male,0.242,13.635
p1231,s2629,Yes,Male,0.652,16.748
p1232,s2629,No,Male,-1.268,14.209
p1233,s2629,No,Male,-1.138,19.688
p1234,s2629,No,Male,-0.078,18.323
p1235,s2629,No,Male,-0.468,11.32
p1236,s2629,Yes,Male,0.252,15.967
p1237,s2629,No,Male,-0.298,17.776
p1238,s2629,No,Male,-0.988,7.213
p1239,s2629,No,Male,-0.978,15.864
p1240,s2629,No,Male,-0.688,16.306
p1241,s2629,No,Male,-1.018,6.611
p1242,s2629,No,Male,0.282,14.444
p1243,s2629,No,Male,-0.708,14.218
p1244,s2629,No,Male,-0.048,10.781
p1245,s2629,No,Male,0.042,13.667
p1246,s2629,No,Male,1.262,19.931
p1247,s2629,No,Male,-1.888,13.217
p1248,s2629,No,Male,-0.598,17.705
p1249,s2629,No,Male,-0.918,22.971
p1250,s2639,Yes,Female,-0.658,10.647
p1251,s2639,Yes,Female,-1.088,4.819
p1252,s2639,Yes,Female,-2.078,3.139
p1253,s2639,Yes,Female,-1.128,5.241
p1254,s2639,Yes,Male,-1.308,17.968
p1255,s2639,Yes,Male,0.172,1.02
p1256,s2639,Yes,Female,-0.178,2.908
p1257,s2639,Yes,Female,-1.178,2.006
p1258,s2639,Yes,Male,-0.128,3.757
p1259,s2639,Yes,Male,-0.558,2.776
p1260,s2639,Yes,Female,-1.348,16.579
p1261,s2639,Yes,Female,-1.318,5.147
p1262,s2639,Yes,Male,-1.218,23.056
p1263,s2639,Yes,Male,-0.478,2.212
p1264,s2639,Yes,Male,-1.108,6.535
p1265,s2639,Yes,Female,-0.898,10.127
p1266,s2639,Yes,Female,-1.738,4.773
p1267,s2639,Yes,Male,-0.628,2.132
p1268,s2639,Yes,Female,-1.368,10.793
p1269,s2639,Yes,Male,-0.368,8.065
p1270,s2639,Yes,Male,-0.748,-1.482
p1271,s2639,Yes,Female,0.302,6.597
p1272,s2639,Yes,Male,-1.098,9.631
p1273,s2639,Yes,Female,-1.788,2.227
p1274,s2639,Yes,Female,0.102,4.676
p1275,s2639,Yes,Female,-0.668,-0.831
p1276,s2639,Yes,Female,-2.128,4.897
p1277,s2639,Yes,Female,-0.888,6.166
p1278,s2639,Yes,Female,-0.948,3.861
p1279,s2639,Yes,Male,-1.448,11.041
p1280,s2639,Yes,Female,-2.018,-1.892
p1281,s2639,Yes,Female,-1.128,2.699
p1282,s2639,Yes,Male,-1.788,13.295
p1283,s2639,Yes,Male,-1.088,-0.763
p1284,s2639,Yes,Female,-0.538,13.807
p1285,s2639,Yes,Male,-1.138,3.089
p1286,s2639,Yes,Male,-0.138,20.618
p1287,s2639,Yes,Male,-1.458,8.978
p1288,s2639,Yes,Female,-1.518,6.208
p1289,s2639,Yes,Female,-1.228,11.076
p1290,s2639,Yes,Female,-0.058,0.42
p1291,s2639,Yes,Male,-0.498,9.832
p1292,s2651,No,Male,-0.448,9.962
p1293,s2651,No,Male,-1.088,8.016
p1294,s2651,No,Female,0.542,12.146
p1295,s2651,No,Female,0.532,20.648
p1296,s2651,No,Female,-0.808,9.011
p1297,s2651,No,Female,-0.008,12.2
p1298,s2651,No,Male,-0.278,16.845
p1299,s2651,No,Female,0.592,15.189
p1300,s2651,No,Male,0.262,5.889
p1301,s2651,No,Male,0.612,7.195
p1302,s2651,No,Female,-0.188,4.706
p1303,s2651,No,Male,0.072,12.156
