year,gender,nativeBorn,ageGroup,educGroup,vocab,age,educ
1978,male,yes,18-29,13-15 yrs,6,29,15
1978,male,yes,60+,12 yrs,4,63,12
1978,female,yes,60+,<12 yrs,3,86,3
1978,female,yes,50-59,13-15 yrs,7,57,15
1978,female,yes,60+,13-15 yrs,7,67,14
1978,male,yes,40-49,13-15 yrs,8,44,13
1978,female,yes,40-49,16 yrs,10,44,16
1978,male,yes,50-59,>16 yrs,10,55,20
1978,female,yes,40-49,<12 yrs,5,47,10
1978,male,yes,50-59,<12 yrs,NA,59,4
1978,male,yes,60+,<12 yrs,NA,69,4
1978,male,yes,50-59,<12 yrs,6,53,11
1978,female,yes,18-29,<12 yrs,6,22,11
1978,male,yes,50-59,<12 yrs,7,53,8
1978,male,yes,60+,<12 yrs,4,67,8
1978,female,yes,18-29,12 yrs,5,25,12
1978,female,yes,60+,<12 yrs,2,70,9
1978,male,yes,40-49,<12 yrs,3,43,6
1978,female,yes,18-29,12 yrs,5,24,12
1978,female,yes,18-29,<12 yrs,6,28,11
1978,female,yes,18-29,<12 yrs,NA,27,3
1978,female,yes,60+,<12 yrs,4,70,8
1978,male,yes,18-29,<12 yrs,2,28,9
1978,male,yes,60+,<12 yrs,3,72,11
1978,female,yes,30-39,>16 yrs,6,33,17
1978,male,yes,40-49,13-15 yrs,6,48,13
1978,female,yes,30-39,12 yrs,5,33,12
1978,female,yes,60+,<12 yrs,4,62,10
1978,female,yes,60+,<12 yrs,7,77,10
1978,female,yes,30-39,16 yrs,9,34,16
1978,female,yes,60+,<12 yrs,4,63,8
1978,female,NA,40-49,12 yrs,4,41,12
1978,female,yes,60+,13-15 yrs,5,77,13
1978,male,yes,50-59,<12 yrs,1,58,4
1978,female,yes,60+,<12 yrs,5,72,11
1978,female,yes,60+,<12 yrs,0,73,11
1978,male,yes,30-39,<12 yrs,NA,31,4
1978,female,yes,60+,<12 yrs,NA,65,11
1978,female,yes,18-29,<12 yrs,0,29,9
1978,male,yes,18-29,12 yrs,4,27,12
1978,male,yes,18-29,<12 yrs,3,20,9
1978,male,yes,60+,<12 yrs,NA,79,7
1978,female,yes,18-29,13-15 yrs,10,25,15
1978,female,yes,60+,12 yrs,6,69,12
1978,male,yes,30-39,>16 yrs,8,30,17
1978,male,yes,40-49,12 yrs,6,49,12
1978,female,yes,50-59,>16 yrs,NA,51,19
1978,male,yes,50-59,<12 yrs,1,57,7
1978,female,yes,60+,12 yrs,9,79,12
1978,female,yes,50-59,12 yrs,9,51,12
1978,female,yes,60+,<12 yrs,5,68,7
1978,female,yes,60+,<12 yrs,8,77,8
1978,female,yes,60+,12 yrs,7,62,12
1978,male,yes,40-49,13-15 yrs,6,43,14
1978,male,yes,50-59,<12 yrs,7,54,11
1978,female,yes,60+,<12 yrs,9,75,8
1978,female,yes,60+,13-15 yrs,7,81,14
1978,male,no,60+,<12 yrs,10,74,11
1978,female,yes,60+,<12 yrs,7,72,9
1978,female,yes,60+,<12 yrs,8,73,8
1978,female,yes,40-49,12 yrs,10,42,12
1978,female,yes,60+,16 yrs,6,73,16
1978,male,yes,50-59,12 yrs,6,55,12
1978,female,yes,NA,<12 yrs,4,NA,9
1978,female,yes,60+,>16 yrs,9,64,18
1978,male,yes,40-49,<12 yrs,4,49,8
1978,male,yes,60+,13-15 yrs,4,70,13
1978,female,yes,18-29,12 yrs,9,23,12
1978,female,yes,18-29,12 yrs,6,25,12
1978,female,yes,60+,<12 yrs,10,76,11
1978,female,yes,NA,13-15 yrs,8,NA,13
1978,female,yes,60+,12 yrs,9,67,12
1978,female,yes,18-29,13-15 yrs,6,27,13
1978,female,yes,30-39,<12 yrs,6,33,10
1978,female,yes,40-49,<12 yrs,3,48,8
1978,male,yes,40-49,>16 yrs,10,42,18
1978,female,yes,30-39,<12 yrs,3,34,11
1978,male,yes,40-49,13-15 yrs,7,43,13
1978,male,yes,18-29,>16 yrs,10,24,17
1978,male,yes,18-29,12 yrs,5,21,12
1978,male,yes,18-29,12 yrs,7,28,12
1978,male,yes,40-49,13-15 yrs,10,46,13
1978,male,yes,60+,<12 yrs,2,71,8
1978,female,yes,50-59,<12 yrs,5,56,10
1978,male,yes,50-59,12 yrs,4,51,12
1978,male,yes,18-29,12 yrs,5,26,12
1978,female,yes,50-59,<12 yrs,7,56,11
1978,female,yes,50-59,12 yrs,7,56,12
1978,male,yes,30-39,12 yrs,5,39,12
1978,female,yes,50-59,<12 yrs,2,54,10
1978,female,yes,50-59,12 yrs,3,55,12
1978,male,yes,18-29,12 yrs,2,24,12
1978,female,yes,40-49,<12 yrs,3,47,7
1978,female,yes,30-39,<12 yrs,6,39,11
1978,female,yes,18-29,12 yrs,5,25,12
1978,male,yes,30-39,12 yrs,5,33,12
1978,female,yes,60+,<12 yrs,NA,73,8
1978,male,yes,60+,12 yrs,3,60,12
1978,female,yes,30-39,12 yrs,4,37,12
1978,female,yes,18-29,12 yrs,7,24,12
1978,male,yes,60+,<12 yrs,2,75,3
1978,male,yes,18-29,13-15 yrs,5,23,13
1978,male,yes,40-49,<12 yrs,5,45,10
1978,male,yes,60+,<12 yrs,6,68,8
1978,female,yes,40-49,12 yrs,6,40,12
1978,male,yes,30-39,16 yrs,3,30,16
1978,female,yes,60+,<12 yrs,1,66,1
1978,female,yes,50-59,13-15 yrs,7,54,14
1978,female,yes,18-29,13-15 yrs,7,19,13
1978,male,yes,60+,<12 yrs,6,77,7
1978,male,yes,18-29,12 yrs,5,25,12
1978,female,yes,60+,<12 yrs,3,75,5
1978,male,yes,30-39,12 yrs,5,34,12
1978,male,yes,50-59,12 yrs,5,51,12
1978,female,yes,60+,16 yrs,8,80,16
1978,male,yes,60+,<12 yrs,4,70,9
1978,female,yes,60+,<12 yrs,5,79,10
1978,male,yes,60+,<12 yrs,5,81,8
1978,female,yes,60+,<12 yrs,5,64,8
1978,male,yes,30-39,12 yrs,5,35,12
1978,female,yes,60+,<12 yrs,5,79,5
1978,female,yes,18-29,12 yrs,5,27,12
1978,male,yes,18-29,13-15 yrs,5,27,14
1978,male,yes,30-39,12 yrs,5,32,12
1978,female,yes,60+,<12 yrs,6,78,8
1978,male,yes,50-59,<12 yrs,6,50,8
1978,male,yes,18-29,16 yrs,8,27,16
1978,female,yes,60+,<12 yrs,4,75,8
1978,female,yes,60+,12 yrs,8,69,12
1978,female,yes,60+,13-15 yrs,5,80,15
1978,female,yes,30-39,12 yrs,6,31,12
1978,male,yes,60+,<12 yrs,5,65,7
1978,female,yes,30-39,<12 yrs,5,32,11
1978,female,yes,40-49,<12 yrs,3,41,11
1978,female,yes,18-29,<12 yrs,5,29,9
1978,female,yes,60+,<12 yrs,6,79,7
1978,male,yes,30-39,12 yrs,5,33,12
1978,male,yes,60+,<12 yrs,4,63,2
1978,female,yes,40-49,<12 yrs,6,47,11
1978,male,yes,50-59,12 yrs,6,57,12
1978,male,yes,30-39,NA,5,35,NA
1978,female,yes,30-39,<12 yrs,5,38,10
1978,female,yes,60+,<12 yrs,5,60,8
1978,female,yes,60+,<12 yrs,5,71,8
1978,female,yes,30-39,12 yrs,6,32,12
1978,female,yes,60+,12 yrs,7,81,12
1978,male,yes,40-49,12 yrs,6,47,12
1978,female,yes,50-59,12 yrs,7,59,12
1978,male,yes,18-29,12 yrs,4,23,12
1978,male,yes,18-29,12 yrs,4,29,12
1978,male,yes,18-29,<12 yrs,4,24,10
1978,female,yes,18-29,>16 yrs,7,29,17
1978,female,yes,50-59,12 yrs,6,51,12
1978,male,yes,18-29,13-15 yrs,6,28,13
1978,female,yes,60+,<12 yrs,NA,86,0
1978,female,yes,50-59,12 yrs,5,50,12
1978,male,yes,40-49,13-15 yrs,6,40,15
1978,female,yes,30-39,<12 yrs,8,38,11
1978,male,yes,18-29,<12 yrs,5,24,8
1978,female,yes,60+,<12 yrs,4,61,3
1978,female,yes,18-29,<12 yrs,4,24,11
1978,female,yes,18-29,<12 yrs,5,23,10
1978,female,yes,60+,<12 yrs,4,79,7
1978,male,yes,40-49,<12 yrs,3,42,9
1978,male,yes,50-59,<12 yrs,1,58,9
1978,male,yes,40-49,<12 yrs,2,49,5
1978,female,yes,60+,<12 yrs,2,76,8
1978,female,yes,18-29,<12 yrs,3,21,10
1978,male,yes,30-39,<12 yrs,4,39,9
1978,female,yes,30-39,12 yrs,4,34,12
1978,female,yes,30-39,12 yrs,5,36,12
1978,female,yes,60+,<12 yrs,4,64,11
1978,male,yes,50-59,12 yrs,5,53,12
1978,female,yes,18-29,<12 yrs,5,18,10
1978,male,yes,30-39,<12 yrs,2,35,10
1978,male,yes,60+,<12 yrs,1,62,6
1978,female,yes,60+,<12 yrs,2,83,8
1978,female,yes,18-29,12 yrs,5,21,12
1978,male,yes,40-49,12 yrs,4,42,12
1978,female,yes,50-59,<12 yrs,4,58,9
1978,male,yes,30-39,12 yrs,7,32,12
1978,male,yes,60+,<12 yrs,5,69,6
1978,male,yes,50-59,<12 yrs,7,54,9
1978,female,yes,50-59,12 yrs,10,55,12
1978,female,yes,60+,12 yrs,6,66,12
1978,male,no,18-29,12 yrs,2,26,12
1978,female,yes,30-39,>16 yrs,8,34,18
1978,female,no,18-29,>16 yrs,6,24,17
1978,female,yes,40-49,13-15 yrs,9,46,15
1978,male,no,40-49,13-15 yrs,2,48,14
1978,female,yes,18-29,16 yrs,8,28,16
1978,male,yes,50-59,13-15 yrs,9,58,13
1978,male,yes,60+,16 yrs,9,66,16
1978,female,yes,40-49,16 yrs,10,47,16
1978,female,yes,40-49,12 yrs,10,42,12
1978,male,yes,40-49,13-15 yrs,10,47,14
1978,female,no,50-59,16 yrs,9,51,16
1978,male,yes,50-59,>16 yrs,9,57,18
1978,female,yes,50-59,12 yrs,10,59,12
1978,male,no,30-39,>16 yrs,10,36,18
1978,female,yes,50-59,16 yrs,10,52,16
1978,female,yes,30-39,>16 yrs,10,32,17
1978,male,yes,60+,12 yrs,4,77,12
1978,male,no,40-49,16 yrs,10,45,16
1978,female,no,60+,<12 yrs,5,68,8
1978,female,yes,60+,12 yrs,8,60,12
1978,female,yes,60+,<12 yrs,6,64,9
1978,female,yes,60+,<12 yrs,5,66,8
1978,female,yes,30-39,12 yrs,7,39,12
1978,male,yes,60+,12 yrs,8,64,12
1978,male,yes,50-59,>16 yrs,10,53,20
1978,male,yes,50-59,12 yrs,5,59,12
1978,female,no,40-49,13-15 yrs,10,42,13
1978,female,yes,60+,12 yrs,6,77,12
1978,female,no,60+,NA,NA,84,NA
1978,female,yes,60+,<12 yrs,10,80,8
1978,male,yes,30-39,13-15 yrs,6,36,15
1978,female,yes,30-39,12 yrs,7,35,12
1978,female,yes,30-39,<12 yrs,7,38,11
1978,male,yes,30-39,16 yrs,7,34,16
1978,female,yes,50-59,12 yrs,9,59,12
1978,female,yes,18-29,12 yrs,8,29,12
1978,female,yes,30-39,12 yrs,9,30,12
1978,female,yes,18-29,12 yrs,7,20,12
1978,male,yes,30-39,12 yrs,9,39,12
1978,male,yes,50-59,12 yrs,3,53,12
1978,female,yes,40-49,13-15 yrs,6,49,14
1978,male,yes,18-29,13-15 yrs,9,23,14
1978,female,yes,60+,<12 yrs,5,65,8
1978,female,yes,NA,12 yrs,8,NA,12
1978,male,yes,50-59,<12 yrs,5,58,8
1978,female,no,60+,16 yrs,7,88,16
1978,male,yes,18-29,13-15 yrs,8,23,15
1978,male,yes,40-49,<12 yrs,5,48,10
1978,female,no,30-39,12 yrs,8,31,12
1978,female,yes,18-29,13-15 yrs,5,22,13
1978,male,yes,30-39,13-15 yrs,7,39,14
1978,male,yes,18-29,13-15 yrs,6,23,15
1978,male,yes,40-49,12 yrs,5,49,12
1978,female,yes,40-49,12 yrs,7,41,12
1978,female,yes,18-29,12 yrs,8,25,12
1978,male,yes,18-29,13-15 yrs,5,20,13
1978,male,yes,60+,<12 yrs,3,72,5
1978,female,yes,18-29,<12 yrs,2,21,10
1978,female,yes,18-29,12 yrs,7,29,12
1978,female,yes,30-39,13-15 yrs,4,33,14
1978,female,yes,60+,<12 yrs,6,66,10
1978,female,yes,40-49,12 yrs,6,45,12
1978,female,yes,40-49,12 yrs,6,46,12
1978,male,yes,30-39,13-15 yrs,7,36,14
1978,male,yes,60+,12 yrs,6,64,12
1978,female,yes,30-39,12 yrs,6,30,12
1978,female,yes,60+,13-15 yrs,6,77,14
1978,female,yes,50-59,<12 yrs,NA,59,7
1978,female,yes,50-59,12 yrs,8,56,12
1978,male,yes,60+,<12 yrs,5,78,8
1978,female,yes,60+,16 yrs,8,79,16
1978,male,yes,18-29,12 yrs,7,26,12
1978,male,yes,50-59,12 yrs,NA,57,12
1978,female,yes,30-39,13-15 yrs,7,36,14
1978,female,yes,50-59,12 yrs,10,53,12
1978,female,yes,30-39,<12 yrs,5,39,8
1978,female,yes,40-49,12 yrs,6,44,12
1978,male,yes,18-29,>16 yrs,9,26,17
1978,male,yes,60+,<12 yrs,2,72,10
1978,female,no,30-39,<12 yrs,1,32,5
1978,male,yes,50-59,16 yrs,7,51,16
1978,female,yes,40-49,12 yrs,7,44,12
1978,male,yes,30-39,13-15 yrs,8,39,13
1978,male,yes,40-49,<12 yrs,5,48,10
1978,female,yes,30-39,<12 yrs,4,30,6
1978,female,yes,18-29,13-15 yrs,5,22,14
1978,male,yes,50-59,<12 yrs,3,50,10
1978,female,yes,30-39,12 yrs,5,35,12
1978,female,yes,60+,<12 yrs,4,78,8
1978,female,yes,18-29,13-15 yrs,4,21,14
1978,male,yes,30-39,<12 yrs,4,35,7
1978,female,yes,30-39,12 yrs,6,34,12
1978,female,yes,30-39,12 yrs,6,34,12
1978,female,yes,30-39,16 yrs,9,34,16
1978,female,yes,30-39,12 yrs,8,31,12
1978,male,yes,18-29,13-15 yrs,7,27,14
1978,female,yes,60+,<12 yrs,7,61,9
1978,female,yes,50-59,16 yrs,9,58,16
1978,male,no,30-39,<12 yrs,4,37,6
1978,female,yes,50-59,<12 yrs,5,50,9
1978,male,yes,18-29,13-15 yrs,4,29,14
1978,female,yes,50-59,12 yrs,6,58,12
1978,male,yes,18-29,>16 yrs,6,26,18
1978,male,yes,60+,<12 yrs,7,61,9
1978,female,yes,60+,12 yrs,8,69,12
1978,female,no,18-29,16 yrs,7,26,16
1978,female,yes,60+,<12 yrs,7,62,8
1978,female,no,40-49,13-15 yrs,6,47,13
1978,male,no,18-29,12 yrs,3,25,12
1978,female,yes,60+,12 yrs,7,64,12
1978,female,yes,60+,12 yrs,6,78,12
1978,female,yes,18-29,12 yrs,7,27,12
1978,male,yes,60+,<12 yrs,5,71,3
1978,female,yes,30-39,12 yrs,7,39,12
1978,male,yes,30-39,13-15 yrs,4,39,13
1978,male,yes,50-59,<12 yrs,5,58,11
1978,male,yes,18-29,12 yrs,3,29,12
1978,female,yes,30-39,13-15 yrs,5,30,14
1978,male,yes,18-29,12 yrs,6,26,12
1978,female,yes,30-39,12 yrs,6,37,12
1978,female,yes,60+,12 yrs,3,70,12
1978,male,yes,60+,<12 yrs,8,67,11
1978,male,yes,50-59,16 yrs,9,57,16
1978,female,yes,60+,<12 yrs,3,67,8
1978,female,yes,50-59,13-15 yrs,6,57,14
1978,female,yes,18-29,12 yrs,6,28,12
1978,female,no,18-29,12 yrs,3,20,12
1978,male,yes,50-59,13-15 yrs,3,57,13
1978,female,yes,18-29,12 yrs,4,20,12
1978,male,yes,18-29,<12 yrs,4,19,10
1978,male,yes,30-39,>16 yrs,10,32,18
1978,female,yes,30-39,<12 yrs,7,39,10
1978,female,yes,40-49,NA,4,40,NA
1978,male,yes,18-29,16 yrs,7,26,16
1978,male,yes,18-29,16 yrs,4,24,16
1978,female,yes,18-29,16 yrs,8,23,16
1978,male,yes,50-59,16 yrs,9,52,16
1978,male,yes,30-39,13-15 yrs,9,39,14
1978,male,yes,60+,12 yrs,7,62,12
1978,female,yes,30-39,16 yrs,8,37,16
1978,female,yes,50-59,12 yrs,8,51,12
1978,female,yes,18-29,<12 yrs,7,29,10
1978,male,no,30-39,13-15 yrs,6,36,14
1978,female,yes,40-49,12 yrs,10,42,12
1978,female,yes,18-29,<12 yrs,4,28,11
1978,male,yes,40-49,13-15 yrs,6,40,13
1978,female,yes,30-39,12 yrs,5,37,12
1978,female,yes,18-29,12 yrs,6,27,12
1978,female,no,30-39,16 yrs,9,34,16
1978,male,yes,30-39,12 yrs,4,33,12
1978,female,no,30-39,12 yrs,6,31,12
1978,female,yes,30-39,12 yrs,5,34,12
1978,female,yes,40-49,13-15 yrs,9,40,14
1978,female,yes,50-59,<12 yrs,6,53,11
1978,female,yes,40-49,>16 yrs,5,40,17
1978,female,no,18-29,<12 yrs,2,19,11
1978,male,yes,30-39,12 yrs,6,32,12
1978,female,no,60+,<12 yrs,5,68,7
1978,female,yes,40-49,12 yrs,10,49,12
1978,female,yes,30-39,13-15 yrs,10,37,14
1978,female,yes,18-29,13-15 yrs,8,20,13
1978,female,yes,60+,<12 yrs,9,66,9
1978,female,yes,18-29,12 yrs,10,19,12
1978,female,yes,50-59,<12 yrs,5,57,9
1978,female,yes,18-29,12 yrs,5,28,12
1978,female,yes,30-39,13-15 yrs,9,30,13
1978,male,yes,30-39,13-15 yrs,8,32,14
1978,female,yes,18-29,16 yrs,6,26,16
1978,male,yes,30-39,13-15 yrs,5,32,13
1978,female,yes,18-29,16 yrs,6,28,16
1978,male,yes,18-29,13-15 yrs,6,27,14
1978,male,yes,18-29,12 yrs,6,29,12
1978,male,no,30-39,>16 yrs,4,31,18
1978,male,yes,60+,<12 yrs,4,60,10
1978,male,yes,18-29,16 yrs,7,24,16
1978,female,yes,50-59,12 yrs,9,58,12
1978,male,yes,40-49,>16 yrs,10,48,19
1978,male,yes,18-29,12 yrs,5,27,12
1978,male,yes,18-29,12 yrs,6,28,12
1978,female,yes,18-29,13-15 yrs,4,21,14
1978,male,yes,18-29,<12 yrs,3,26,9
1978,male,yes,60+,<12 yrs,4,80,10
1978,male,yes,18-29,<12 yrs,4,19,11
1978,female,yes,40-49,12 yrs,3,40,12
1978,female,yes,30-39,16 yrs,7,38,16
1978,male,yes,60+,12 yrs,8,63,12
1978,male,yes,40-49,12 yrs,7,46,12
1978,female,yes,18-29,<12 yrs,7,23,11
1978,female,yes,18-29,12 yrs,7,23,12
1978,female,yes,18-29,12 yrs,4,28,12
1978,female,yes,60+,<12 yrs,6,77,7
1978,female,yes,18-29,<12 yrs,2,25,8
1978,female,yes,18-29,<12 yrs,7,27,10
1978,female,yes,40-49,<12 yrs,6,41,9
1978,female,yes,60+,16 yrs,8,78,16
1978,female,yes,60+,12 yrs,10,81,12
1978,female,yes,50-59,13-15 yrs,8,52,13
1978,female,yes,60+,12 yrs,5,76,12
1978,female,yes,60+,13-15 yrs,7,70,13
1978,female,yes,60+,16 yrs,9,75,16
1978,male,yes,30-39,13-15 yrs,6,30,14
1978,male,yes,30-39,12 yrs,2,31,12
1978,female,yes,60+,<12 yrs,NA,65,8
1978,male,yes,40-49,12 yrs,8,41,12
1978,female,yes,40-49,12 yrs,6,40,12
1978,female,yes,60+,<12 yrs,9,65,9
1978,female,yes,30-39,12 yrs,6,36,12
1978,male,yes,40-49,<12 yrs,4,45,9
1978,female,yes,18-29,12 yrs,6,26,12
1978,female,yes,30-39,12 yrs,6,39,12
1978,male,yes,60+,<12 yrs,6,77,8
1978,female,yes,18-29,<12 yrs,4,19,10
1978,female,yes,18-29,<12 yrs,7,28,10
1978,male,yes,40-49,12 yrs,6,42,12
1978,female,yes,30-39,<12 yrs,9,38,8
1978,male,yes,18-29,13-15 yrs,6,26,13
1978,female,yes,18-29,12 yrs,7,23,12
1978,male,yes,18-29,<12 yrs,4,29,10
1978,female,yes,18-29,<12 yrs,6,18,11
1978,female,yes,50-59,12 yrs,5,59,12
1978,female,yes,30-39,>16 yrs,7,35,18
1978,female,yes,30-39,16 yrs,10,32,16
1978,female,yes,30-39,12 yrs,8,37,12
1978,female,yes,60+,<12 yrs,6,84,8
1978,male,yes,40-49,16 yrs,10,43,16
1978,female,yes,60+,12 yrs,9,63,12
1978,female,yes,30-39,16 yrs,9,34,16
1978,female,yes,60+,<12 yrs,NA,67,5
1978,male,yes,40-49,16 yrs,7,44,16
1978,male,yes,50-59,>16 yrs,7,52,20
1978,male,yes,60+,16 yrs,10,60,16
1978,female,yes,60+,13-15 yrs,8,65,13
1978,male,yes,30-39,<12 yrs,2,30,11
1978,male,yes,18-29,13-15 yrs,4,22,13
1978,male,yes,60+,12 yrs,8,65,12
1978,female,yes,50-59,12 yrs,7,56,12
1978,female,yes,30-39,>16 yrs,7,30,19
1978,male,yes,18-29,>16 yrs,8,28,19
1978,female,yes,18-29,12 yrs,4,21,12
1978,male,yes,30-39,16 yrs,9,38,16
1978,female,yes,50-59,13-15 yrs,5,57,13
1978,female,yes,30-39,12 yrs,7,37,12
1978,male,yes,60+,>16 yrs,7,60,20
1978,female,yes,50-59,12 yrs,5,56,12
1978,female,yes,30-39,12 yrs,7,32,12
1978,male,yes,18-29,13-15 yrs,4,28,14
1978,male,yes,30-39,13-15 yrs,6,38,13
1978,male,yes,18-29,12 yrs,5,28,12
1978,female,yes,30-39,13-15 yrs,7,33,15
1978,female,yes,40-49,>16 yrs,9,42,20
1978,female,yes,30-39,12 yrs,7,31,12
1978,male,yes,50-59,12 yrs,6,50,12
1978,female,yes,NA,12 yrs,5,NA,12
1978,male,yes,30-39,13-15 yrs,5,32,13
1978,male,yes,30-39,12 yrs,4,32,12
1978,male,yes,40-49,13-15 yrs,6,40,14
1978,male,yes,18-29,16 yrs,10,29,16
1978,female,yes,30-39,12 yrs,10,32,12
1978,female,yes,50-59,>16 yrs,10,56,17
1978,female,yes,30-39,>16 yrs,10,34,19
1978,female,yes,30-39,13-15 yrs,6,33,14
1978,female,yes,60+,13-15 yrs,7,74,14
1978,female,yes,18-29,12 yrs,5,20,12
1978,female,yes,60+,<12 yrs,NA,68,5
1978,female,yes,30-39,12 yrs,5,36,12
1978,female,yes,60+,NA,NA,86,NA
1978,male,yes,30-39,13-15 yrs,9,33,14
1978,male,yes,50-59,16 yrs,9,58,16
1978,male,yes,50-59,<12 yrs,6,59,10
1978,female,yes,18-29,<12 yrs,2,25,4
1978,male,yes,30-39,13-15 yrs,7,31,13
1978,female,yes,50-59,13-15 yrs,6,57,13
1978,female,yes,18-29,13-15 yrs,4,28,14
1978,female,yes,18-29,13-15 yrs,8,26,15
1978,female,yes,30-39,16 yrs,7,33,16
1978,male,yes,60+,<12 yrs,NA,86,0
1978,female,yes,60+,<12 yrs,2,76,8
1978,female,yes,50-59,<12 yrs,1,51,9
1978,male,yes,30-39,16 yrs,6,30,16
1978,female,yes,18-29,12 yrs,3,25,12
1978,male,yes,30-39,13-15 yrs,7,30,14
1978,female,yes,18-29,<12 yrs,3,26,7
1978,female,yes,60+,<12 yrs,6,75,6
1978,female,yes,18-29,13-15 yrs,5,28,13
1978,male,yes,18-29,>16 yrs,7,27,17
1978,male,yes,30-39,12 yrs,9,32,12
1978,female,yes,18-29,12 yrs,4,22,12
1978,female,yes,50-59,12 yrs,5,54,12
1978,female,no,30-39,13-15 yrs,4,38,15
1978,female,yes,18-29,<12 yrs,6,27,11
1978,female,yes,18-29,13-15 yrs,6,26,13
1978,female,yes,30-39,12 yrs,6,34,12
1978,female,no,30-39,12 yrs,7,39,12
1978,female,yes,18-29,<12 yrs,6,24,9
1978,female,yes,30-39,12 yrs,8,37,12
1978,female,yes,30-39,12 yrs,8,31,12
1978,female,yes,40-49,<12 yrs,NA,45,8
1978,female,yes,18-29,12 yrs,5,27,12
1978,male,yes,40-49,12 yrs,5,40,12
1978,female,yes,30-39,13-15 yrs,6,33,14
1978,female,no,30-39,<12 yrs,0,34,6
1978,male,yes,30-39,12 yrs,5,39,12
1978,female,yes,30-39,12 yrs,6,36,12
1978,female,yes,18-29,12 yrs,5,27,12
1978,female,yes,30-39,12 yrs,7,31,12
1978,male,yes,18-29,12 yrs,7,29,12
1978,male,yes,50-59,<12 yrs,5,53,8
1978,male,no,40-49,16 yrs,2,40,16
1978,female,yes,60+,<12 yrs,3,61,7
1978,male,yes,60+,<12 yrs,1,62,4
1978,male,yes,18-29,<12 yrs,4,22,11
1978,female,yes,18-29,<12 yrs,3,26,10
1978,female,yes,30-39,13-15 yrs,NA,34,14
1978,male,yes,18-29,13-15 yrs,5,29,14
1978,male,yes,30-39,13-15 yrs,6,35,13
1978,female,yes,18-29,16 yrs,5,25,16
1978,female,yes,30-39,<12 yrs,6,38,10
1978,male,yes,50-59,<12 yrs,6,52,11
1978,male,yes,18-29,12 yrs,6,22,12
1978,male,yes,18-29,16 yrs,10,26,16
1978,female,yes,18-29,12 yrs,6,19,12
1978,female,yes,30-39,16 yrs,9,31,16
1978,female,yes,18-29,12 yrs,8,28,12
1978,female,yes,30-39,<12 yrs,4,33,9
1978,male,yes,60+,13-15 yrs,8,60,14
1978,female,yes,50-59,13-15 yrs,7,56,14
1978,male,yes,50-59,>16 yrs,10,52,18
1978,male,yes,50-59,13-15 yrs,5,57,14
1978,female,no,60+,<12 yrs,1,73,10
1978,female,yes,50-59,12 yrs,6,54,12
1978,male,yes,18-29,16 yrs,5,29,16
1978,male,yes,18-29,12 yrs,5,23,12
1978,female,yes,18-29,13-15 yrs,3,24,13
1978,male,yes,60+,<12 yrs,9,68,10
1978,male,yes,40-49,<12 yrs,6,49,7
1978,male,yes,18-29,13-15 yrs,3,22,13
1978,male,yes,30-39,16 yrs,5,30,16
1978,male,yes,50-59,<12 yrs,5,54,8
1978,female,yes,30-39,<12 yrs,3,34,8
1978,female,yes,50-59,<12 yrs,NA,57,8
1978,female,yes,40-49,<12 yrs,4,46,8
1978,female,yes,60+,<12 yrs,4,64,11
1978,female,yes,30-39,<12 yrs,3,38,8
1978,male,yes,40-49,13-15 yrs,4,42,13
1978,female,yes,18-29,<12 yrs,7,26,10
1978,female,yes,30-39,<12 yrs,4,32,11
1978,female,yes,30-39,<12 yrs,6,31,9
1978,male,yes,50-59,12 yrs,8,59,12
1978,female,yes,40-49,12 yrs,6,43,12
1978,female,yes,50-59,12 yrs,4,52,12
1978,female,yes,18-29,<12 yrs,3,29,5
1978,female,yes,30-39,13-15 yrs,8,31,15
1978,male,yes,18-29,13-15 yrs,4,29,15
1978,female,yes,30-39,<12 yrs,5,39,9
1978,female,yes,60+,12 yrs,3,62,12
1978,female,no,60+,13-15 yrs,8,65,13
1978,male,yes,60+,>16 yrs,8,64,19
1978,female,NA,50-59,NA,NA,53,NA
1978,female,yes,50-59,<12 yrs,4,53,8
1978,male,yes,18-29,12 yrs,5,29,12
1978,female,yes,30-39,<12 yrs,4,33,10
1978,female,yes,18-29,12 yrs,3,20,12
1978,male,yes,60+,12 yrs,8,65,12
1978,male,yes,60+,<12 yrs,NA,65,4
1978,female,yes,18-29,<12 yrs,0,22,10
1978,female,yes,30-39,13-15 yrs,4,32,13
1978,female,yes,18-29,13-15 yrs,9,29,13
1978,female,yes,50-59,<12 yrs,3,57,11
1978,male,yes,30-39,16 yrs,9,34,16
1978,female,yes,30-39,12 yrs,7,32,12
1978,female,yes,18-29,13-15 yrs,7,23,14
1978,male,yes,18-29,>16 yrs,9,28,20
1978,female,yes,50-59,<12 yrs,7,57,11
1978,female,yes,18-29,13-15 yrs,6,23,14
1978,female,yes,30-39,12 yrs,7,31,12
1978,female,yes,40-49,13-15 yrs,5,43,13
1978,male,yes,18-29,13-15 yrs,6,21,13
1978,female,yes,40-49,<12 yrs,4,49,10
1978,male,yes,50-59,<12 yrs,4,57,6
1978,female,yes,18-29,<12 yrs,3,24,8
1978,male,yes,30-39,>16 yrs,5,31,18
1978,female,yes,18-29,12 yrs,4,22,12
1978,male,yes,18-29,16 yrs,6,24,16
1978,male,yes,18-29,13-15 yrs,8,23,15
